x y
405.67938019907376 185.93649682161856
898.1188827882661 886.6964220217927
595.1736333123347 401.96303742841246
1204.8399256329374 1191.737060360274
613.2727833618359 391.1523362331907
690.4548564501389 785.5540093746487
894.2496980666441 906.6802442097766
1096.6975511451549 1307.9363009203762
584.9840210294943 416.3681851558654
404.18674631733006 213.97194591681694
908.115742710264 893.328468671468
418.1206904687728 192.58921614872884
1092.925282978739 1308.1040800200747
96.46504504687111 588.2191020012302
1406.8443984416924 93.15422391108407
715.0709846718094 802.5649407431378
898.0144679186741 895.7135693854925
1204.34795252243 1198.5963991509082
198.58375416043324 691.902480400864
596.4806029798797 396.4104251426968
594.9923980923903 393.73378385234986
1207.0324758128534 1187.4734533964352
700.8144408372698 799.0221884716433
100.62824033670758 590.8911751210364
227.09251902930822 697.3913133353718
907.3188062235844 896.9393191893181
1421.392386526275 99.19491167744867
821.581490950671 1113.1336606090215
1103.8969232607608 1300.9745036337838
1195.645914218747 1213.5553176908152
100.6392960516358 606.3285358713573
1198.0615894675632 1209.5726970070664
805.0003878311257 1104.4085617477226
803.4002017901524 1077.0951177092047
199.57387757367624 697.0646090591147
114.61620696102965 612.7571383688847
794.6389516375399 1111.8339190101578
202.25907495718363 708.8631736503874
197.52063900493897 704.7038762038894
1193.7400325031235 1210.579332423633
596.8778549760043 401.64618166649086
109.99259507022084 605.6772996679839
792.0163353538032 1099.3483910723871
594.9016702400048 390.48687542135406
593.7175653872946 409.6406766109378
100.94692300832558 609.4422461227923
781.3956991914667 1084.594153032519
214.81010666552908 691.270796371048
695.0926835259963 793.549321570987
399.09736165267975 192.87617164628844
1387.8371089257132 97.28873303528535
412.6159034667448 191.46029380965058
700.074003150514 806.6227054120284
1081.4651487967487 1299.1641023325824
599.0002910058932 395.4378903438363
901.3877726820691 918.4417783890456
1115.2228955760136 1282.5926251638894
1379.6905094636827 89.66854172909663
203.33834779650584 699.2682299008413
1109.0506477454428 1295.9215088293488
415.24507611823884 210.14293088306945
1420.5184592159173 97.81359175131858
699.7897109599083 808.3563788104889
1420.2775127171383 96.23593092718048
1085.2701661056894 1305.472178591852
99.53833040903244 605.0519370343106
184.21670832149985 701.4310098994849
568.8877800475813 390.94774464149583
208.26869927532744 702.1666335992007
93.89120984099085 591.648547775606
1413.537804141077 118.71122992904263
894.4495524799459 902.5084822997613
1091.64490164034 1304.3981662014253
404.32278933389176 179.39891512164525
900.3634703343042 897.8163575430735
1090.8807302394673 1307.4108178271536
1212.5058328601147 1199.3955342591753
81.48593940001685 609.761177715989
1200.518173280897 1203.4438658409708
711.0672403023231 813.0972607935669
1198.0516405143364 1201.6706846499505
802.0404760961096 1109.3126334795859
891.3622960209107 896.7114576299092
796.9164750993995 1126.6112587748325
1395.5353778367712 97.21005006154411
1195.8258081483652 1181.3465020349283
897.60217777791 907.1486395207639
812.1309971178913 1098.5762637819764
1407.4899074162213 99.9761697514144
108.23682078593635 604.7538415534325
809.695359733348 1096.7262345764234
715.9321108172608 789.440307279488
396.3930837954309 191.64212151032444
394.1911903623901 208.70314031743433
1087.5903644880657 1294.2463133789179
707.7981237605521 788.976568816958
203.11051313069268 694.6087658238987
1409.7815544888663 116.97861662084398
413.20637582002377 196.13215296702438
702.2934426940947 799.8626782676389
